codigo,Razón Social,marca,nombre_region,codigo_region,nombre_comuna,codigo_comuna,direccion,Latitud,Longitud,combustible,Última Actualización,hora_actualizacion,precio,unidad_cobro,ClasificacionGasolina 93 $/L,ClasificacionGasolina 97 $/L,ClasificacionPetróleo Diesel $/L,ClasificacionGasolina 95 $/L,ClasificacionGLP Vehicular $/m3,ClasificacionGNC $/m3,Fecha
ab1312601,Abastecedora De Combustibles S A,ABASTIBLE,Metropolitana de Santiago,13,Quinta Normal,13126,VICUÑA ROSAS 5891,-33.435045,-70.717876,GLP,2024-04-11,11:16:13,641.0,$/m3,,,,,,,2024-04-29
ab1320101,Abastecedora De Combustibles S A,ABASTIBLE,Metropolitana de Santiago,13,Puente Alto,13201,avenida eyzaguirre 2816,-33.616258,-70.60801,GLP,2024-04-11,11:16:13,631.0,$/m3,,,,,,,2024-04-29
ab1340201,Comercial y Servicios Automotrices Figueroa Venegas Ltda.,ABASTIBLE,Metropolitana de Santiago,13,Buin,13402,Condell 15,-33.732107,-70.73588,GLP,2022-09-07,18:44:46,1411.0,$/m3,,,,,,,2024-04-29
ab1360102,Fern?ndez y Fern?ndez Autogas Ltda.,ABASTIBLE,Metropolitana de Santiago,13,Talagante,13601,Manuel Rodriguez 125,-33.653056,-70.927299,GLP,2023-10-23,09:55:04,900.0,$/m3,,,,,,,2024-04-29
ab1510101,Comercializadora y Distribuidora Fabio Fernando Aranibar Encalada E.I.R.L.,ABASTIBLE,Arica y Parinacota,15,Arica,15101,Alejandro Azolas 2693,-18.467207,-70.293442,GLP,2024-03-13,15:31:36,609.0,$/m3,,,,,,,2024-04-29
ab310102,Bernardo Enrique Ojeda Forcael,ABASTIBLE,Atacama,3,Copiapó,3101,Los Loros 1264,-27.362893,-70.317725,GLP,2023-04-19,16:41:45,739.0,$/m3,,,,,,,2024-04-29
ab550101,Abastible,ABASTIBLE,Valparaíso,5,Quillota,5501,la concepcion 415,-32.880371,-71.252933,GLP,2022-09-07,18:39:47,1763.0,$/m3,,,,,,,2024-04-29
ab610101,Abastible,ABASTIBLE,Del Libertador Gral. Bernardo O’Higgins,6,Rancagua,6101,manuel montt 480 480,-34.175935,-70.72821,GLP,2024-04-11,11:16:13,624.0,$/m3,,,,,,,2024-04-29
ab611501,Abastecedora De Combustibles S A,ABASTIBLE,Del Libertador Gral. Bernardo O’Higgins,6,Rengo,6115,luis jorquera 1291,-34.408815,-70.841143,GLP,2024-04-11,11:16:13,654.0,$/m3,,,,,,,2024-04-29
ab630101,Sociedad Comercial Lisboa Ltda.,ABASTIBLE,Del Libertador Gral. Bernardo O’Higgins,6,San Fernando,6301,Calle Angosta 1475,-34.575501,-70.989544,GLP,2022-09-23,14:03:26,1009.0,$/m3,,,,,,,2024-04-29
ab640101,Hern?n del Carmen Luengo Mardones,ABASTIBLE,Ñuble,16,Chillán,16101,itata 403,-36.600829,-72.103373,GLP,2022-09-07,18:49:05,1902.0,$/m3,,,,,,,2024-04-29
ab710101,Iv?n Alejandro Castro Poblete,ABASTIBLE,Del Maule,7,Talca,7101,Catorce Oriente 31,-35.440472,-71.6473,GLP,2023-10-23,09:55:04,900.0,$/m3,,,,,,,2024-04-29
ab730101,Sintracol 5 S.A.,ABASTIBLE,Del Maule,7,Curicó,7301,Pasaje 32 665,-34.992555,-71.247186,GLP,2024-04-11,11:16:13,636.0,$/m3,,,,,,,2024-04-29
ab740101,Abastecedora De Combustibles S A,ABASTIBLE,Del Maule,7,Linares,7401,leon bustos 1319,-35.841904,-71.618932,GLP,2024-04-11,11:16:13,687.0,$/m3,,,,,,,2024-04-29
ab810101,Diaz R?os Valentina de Las Mercedes y Otro,ABASTIBLE,Del Biobío,8,Concepción,8101,galvarino 2127,-36.805064,-73.049241,GLP,2024-03-13,15:31:36,700.0,$/m3,,,,,,,2024-04-29
ab830101,Sociedad Sanchez y Compa??a Ltda.,ABASTIBLE,Del Biobío,8,Los Ángeles,8301,Av Francisco Encina 1451,-37.484712,-72.331189,GLP,2024-04-11,11:16:13,705.0,$/m3,,,,,,,2024-04-29
ab910101,DISTRIBUIDORA Y COMERCIALIZADORA SAN JUAN SPA,ABASTIBLE,De la Araucanía,9,Temuco,9101,Manuel Recabarren 01940,-38.755065,-72.635166,GLP,2024-04-11,11:16:13,645.0,$/m3,,,,,,,2024-04-29
ab920101,Abastecedora De Combustibles S A,ABASTIBLE,De la Araucanía,9,Angol,9201,juan sellato 2938,-37.8,-72.7167,GLP,2024-04-11,11:16:13,631.0,$/m3,,,,,,,2024-04-29
ag1030102,Autogasco S.A.,AUTOGASCO,De los Lagos,10,Osorno,10301,Av. Los Carreras 501,-40.572638,-73.126586,GLP,2024-04-11,14:01:02,712.0,$/m3,,,,,,,2024-04-29
ag1210101 ,Gasco S.A. RUT: 90.310.000-1,AUTOGASCO,Magallanes y de la Antártica Chilena,12,Punta Arenas,12101,Avda. Edo. Frei 314,-53.154478,-70.916476,GLP,2014-01-30,11:57:46,479.0,$/m3,,,,,,,2024-04-29
ag1210101 ,Gasco S.A. RUT: 90.310.000-1,AUTOGASCO,Magallanes y de la Antártica Chilena,12,Punta Arenas,12101,Avda. Edo. Frei 314,-53.154478,-70.916476,GNC,2024-04-04,14:25:27,322.0,$/m3,,,,,,,2024-04-29
ag1310101,Autogasco,AUTOGASCO,Metropolitana de Santiago,13,Santiago Centro,13101,cueto 1095,-33.432547,-70.672941,GLP,2024-04-11,14:01:02,648.0,$/m3,,,,,,,2024-04-29
ag1310101,Autogasco,AUTOGASCO,Metropolitana de Santiago,13,Santiago Centro,13101,cueto 1095,-33.432547,-70.672941,GNC,2024-04-11,14:01:02,909.0,$/m3,,,,,,,2024-04-29
ag1311201,Autogasco,AUTOGASCO,Metropolitana de Santiago,13,La Pintana,13112,avenida lo blanco 2631,-33.588687,-70.631543,GLP,2024-04-11,14:01:02,649.0,$/m3,,,,,,,2024-04-29
ag1311301,COMERCIALIZADORA Y DISTRIBUIDORA ADVI SPA,AUTOGASCO,Metropolitana de Santiago,13,La Reina,13113,Jorge Alessandri 515,-33.456004,-70.544716,GLP,2024-04-11,14:01:02,672.0,$/m3,,,,,,,2024-04-29
ag1312801,Autogasco,AUTOGASCO,Metropolitana de Santiago,13,Renca,13128,apostol santiago 1858,-33.399961,-70.6988,GLP,2024-04-11,14:01:02,648.0,$/m3,,,,,,,2024-04-29
ag1313001,Autogasco,AUTOGASCO,Metropolitana de Santiago,13,San Miguel,13130,sebastopol 592,-33.515816,-70.642034,GLP,2024-04-11,14:01:02,649.0,$/m3,,,,,,,2024-04-29
ag1313002,Autogasco S.A.,AUTOGASCO,Metropolitana de Santiago,13,San Miguel,13130,Gran Avenida Jose Miguel Carrera 2948,-33.481515,-70.648744,GLP,2024-04-11,14:01:02,649.0,$/m3,,,,,,,2024-04-29
ag1313002,Autogasco S.A.,AUTOGASCO,Metropolitana de Santiago,13,San Miguel,13130,Gran Avenida Jose Miguel Carrera 2948,-33.481515,-70.648744,GNC,2024-04-11,14:01:02,902.0,$/m3,,,,,,,2024-04-29
ag1320101,Autogasco,AUTOGASCO,Metropolitana de Santiago,13,Puente Alto,13201,eyzaguirre 1064,-33.614195,-70.587126,GLP,2024-04-11,14:01:02,638.0,$/m3,,,,,,,2024-04-29
ag1320101,Autogasco,AUTOGASCO,Metropolitana de Santiago,13,Puente Alto,13201,eyzaguirre 1064,-33.614195,-70.587126,GNC,2024-04-11,14:01:02,918.0,$/m3,,,,,,,2024-04-29
ag1410101,Autogasco,AUTOGASCO,De los Ríos,14,Valdivia,14101,pablo neruda esq pasaje 21 000,-39.844181,-73.213274,GLP,2017-12-07,12:36:00,489.0,$/m3,,,,,,,2024-04-29
ag210101,Autogasco,AUTOGASCO,Antofagasta,2,Antofagasta,2101,AVENIDA RADOMIRO TOMIC esq DR. RUIZ TAGLE 000,-23.601293,-70.385566,GLP,2024-04-11,14:01:02,694.0,$/m3,,,,,,,2024-04-29
ag310102 ,Sindicato de dueños independientes taxis colectivos Línea N° 24,AUTOGASCO,Atacama,3,Copiapó,3101,Venancio Díaz esquina Juncalito S/N 0,-27.361782,-70.305816,GLP,2024-04-11,14:01:02,732.0,$/m3,,,,,,,2024-04-29
ag410101,Autogasco,AUTOGASCO,Coquimbo,4,La Serena,4101,Balmaceda 3850,-29.936276,-71.260731,GLP,2024-04-11,14:01:02,648.0,$/m3,,,,,,,2024-04-29
ag410201,Autogasco - Jaime Pino Arancibia/10.530.939-2,AUTOGASCO,Coquimbo,4,Coquimbo,4102,Las Azucenas 519,-29.979263,-71.341493,GLP,2024-04-11,14:01:02,686.0,$/m3,,,,,,,2024-04-29
ag430101,Autogasco,AUTOGASCO,Coquimbo,4,Ovalle,4301,ariztia oriente 000,-30.602606,-71.196556,GLP,2024-04-11,14:01:02,686.0,$/m3,,,,,,,2024-04-29
ag550101,Autogasco S.A. / RUT: 76.742.300-4,AUTOGASCO,Valparaíso,5,Los Andes,5301,Calle Laberinto 390,-32.814435,-70.619843,GLP,2017-12-07,12:16:36,550.0,$/m3,,,,,,,2024-04-29
ag550501,Geriba SPA,AUTOGASCO,Valparaíso,5,Limache,5802,Avenida Palmira Romano Oriente 211,-32.990494,-71.263724,93,2022-09-29,14:03:36,1324.0,$/L,,,,,,,2024-04-29
ag550501,Geriba SPA,AUTOGASCO,Valparaíso,5,Limache,5802,Avenida Palmira Romano Oriente 211,-32.990494,-71.263724,95,2022-09-29,14:03:36,1348.0,$/L,,,,,,,2024-04-29
ag550501,Geriba SPA,AUTOGASCO,Valparaíso,5,Limache,5802,Avenida Palmira Romano Oriente 211,-32.990494,-71.263724,DI,2022-09-29,14:03:36,1148.0,$/L,,,,,,,2024-04-29
ag550501,Geriba SPA,AUTOGASCO,Valparaíso,5,Limache,5802,Avenida Palmira Romano Oriente 211,-32.990494,-71.263724,GLP,2022-09-29,14:03:36,666.0,$/m3,,,,,,,2024-04-29
ag570101,Autogasco - Guillermo Damaso Flores Leiva/7.387.563-3,AUTOGASCO,Valparaíso,5,San Felipe,5701,Hermanos Carrera 1113,-32.755363,-70.712508,GLP,2018-02-08,14:25:15,485.0,$/m3,,,,,,,2024-04-29
ag610102,Distribuidora Oriente Spa,AUTOGASCO,Del Libertador Gral. Bernardo O’Higgins,6,Rancagua,6101,La CompaÃ±Ã­a 580,-34.163306,-70.713079,GLP,2024-04-11,14:01:02,629.0,$/m3,,,,,,,2024-04-29
ag710102,San Fabian SPA ,AUTOGASCO,Del Maule,7,Talca,7101,Av. Cancha Rayada 1952,-35.416517,-71.654445,GLP,2024-04-11,14:01:03,649.0,$/m3,,,,,,,2024-04-29
ag730701,Comercial y Transportes The Twins SPA.,AUTOGASCO,Del Maule,7,Curicó,7301,Av. Balmaceda 2323,-34.965011,-71.249286,GLP,2024-04-11,14:01:02,602.0,$/m3,,,,,,,2024-04-29
ag810201,Juan Miguel Vega Vega Transportes Publico de Pasajeros EIRL // 76.016.941-2,AUTOGASCO,Del Biobío,8,Coronel,8102,Los Notros 1559,-36.986098,-73.156877,GLP,2024-04-11,14:01:02,709.0,$/m3,,,,,,,2024-04-29
ag830101,Autogasco,AUTOGASCO,Del Biobío,8,Los Ángeles,8301,orompello 2046,-37.45557,-72.379239,GLP,2024-04-11,14:01:02,709.0,$/m3,,,,,,,2024-04-29
ag840101,Autogasco,AUTOGASCO,Ñuble,16,Chillán,16101,o\'higgins 3250,-36.599991,-72.11164,GLP,2024-04-11,14:01:02,649.0,$/m3,,,,,,,2024-04-29
ag910101,Autogasco,AUTOGASCO,De la Araucanía,9,Temuco,9101,candelaria 0665,-38.745432,-72.615134,GLP,2024-04-11,14:01:02,654.0,$/m3,,,,,,,2024-04-29
co01001,Sociedad Comercial E Inversiones V&G ltda,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Mapocho 1998,-33.43219,-70.66466,93,2024-04-11,13:31:22,1334.0,$/L,,,,,,,2024-04-29
co01001,Sociedad Comercial E Inversiones V&G ltda,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Mapocho 1998,-33.43219,-70.66466,95,2024-04-11,13:31:22,1363.0,$/L,,,,,,,2024-04-29
co01001,Sociedad Comercial E Inversiones V&G ltda,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Mapocho 1998,-33.43219,-70.66466,97,2024-04-11,13:31:22,1397.0,$/L,,,,,,,2024-04-29
co01001,Sociedad Comercial E Inversiones V&G ltda,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Mapocho 1998,-33.43219,-70.66466,DI,2024-04-11,13:31:22,1072.0,$/L,,,,,,,2024-04-29
co01002,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 1571,-33.434405,-70.659889,93,2024-04-11,15:34:24,1334.0,$/L,,,,,,,2024-04-29
co01002,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 1571,-33.434405,-70.659889,95,2024-04-11,15:34:24,1363.0,$/L,,,,,,,2024-04-29
co01002,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 1571,-33.434405,-70.659889,97,2024-04-11,15:34:24,1397.0,$/L,,,,,,,2024-04-29
co01002,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 1571,-33.434405,-70.659889,DI,2024-04-11,15:34:24,1072.0,$/L,,,,,,,2024-04-29
co01004,Distribuidora y Comercializadora Bronco Ltda,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Almirante Blanco Encalada 1899,-33.456519,-70.660686,93,2024-04-11,16:47:13,1349.0,$/L,,,,,,,2024-04-29
co01004,Distribuidora y Comercializadora Bronco Ltda,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Almirante Blanco Encalada 1899,-33.456519,-70.660686,95,2024-04-11,16:47:13,1408.0,$/L,,,,,,,2024-04-29
co01004,Distribuidora y Comercializadora Bronco Ltda,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Almirante Blanco Encalada 1899,-33.456519,-70.660686,97,2024-04-11,16:47:13,1470.0,$/L,,,,,,,2024-04-29
co01004,Distribuidora y Comercializadora Bronco Ltda,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Almirante Blanco Encalada 1899,-33.456519,-70.660686,DI,2024-04-11,16:47:13,1076.0,$/L,,,,,,,2024-04-29
co01005,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Matta 788,-33.459073,-70.64504,93,2024-04-11,13:36:47,1349.0,$/L,,,,,,,2024-04-29
co01005,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Matta 788,-33.459073,-70.64504,95,2024-04-11,13:36:47,1408.0,$/L,,,,,,,2024-04-29
co01005,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Matta 788,-33.459073,-70.64504,97,2024-04-11,13:36:47,1470.0,$/L,,,,,,,2024-04-29
co01005,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Matta 788,-33.459073,-70.64504,DI,2024-04-11,13:36:47,1077.0,$/L,,,,,,,2024-04-29
co01007,Comercial Desca Limitada,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Lord Cochrane 152,-33.447771,-70.654664,93,2024-04-11,10:42:13,1360.0,$/L,,,,,,,2024-04-29
co01007,Comercial Desca Limitada,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Lord Cochrane 152,-33.447771,-70.654664,95,2024-04-11,10:42:13,1411.0,$/L,,,,,,,2024-04-29
co01007,Comercial Desca Limitada,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Lord Cochrane 152,-33.447771,-70.654664,97,2024-04-11,10:42:13,1461.0,$/L,,,,,,,2024-04-29
co01007,Comercial Desca Limitada,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Lord Cochrane 152,-33.447771,-70.654664,DI,2024-04-11,10:42:13,1101.0,$/L,,,,,,,2024-04-29
co01008,Sociedad Comercial y Distribuidora Becaso Ltda,COPEC,Metropolitana de Santiago,13,Ñuñoa,13120,VicuÃ±a Mackenna 654,-33.449974,-70.631109,93,2024-04-11,19:13:08,1355.0,$/L,,,,,,,2024-04-29
co01008,Sociedad Comercial y Distribuidora Becaso Ltda,COPEC,Metropolitana de Santiago,13,Ñuñoa,13120,VicuÃ±a Mackenna 654,-33.449974,-70.631109,95,2024-04-11,19:13:08,1401.0,$/L,,,,,,,2024-04-29
co01008,Sociedad Comercial y Distribuidora Becaso Ltda,COPEC,Metropolitana de Santiago,13,Ñuñoa,13120,VicuÃ±a Mackenna 654,-33.449974,-70.631109,97,2024-04-11,19:13:08,1433.0,$/L,,,,,,,2024-04-29
co01008,Sociedad Comercial y Distribuidora Becaso Ltda,COPEC,Metropolitana de Santiago,13,Ñuñoa,13120,VicuÃ±a Mackenna 654,-33.449974,-70.631109,DI,2024-04-11,19:16:30,1087.0,$/L,,,,,,,2024-04-29
co01009,SOC COM PINTO Y CANDIALTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 2602,-33.43522,-70.673051,93,2024-04-11,13:58:40,1328.0,$/L,,,,,,,2024-04-29
co01009,SOC COM PINTO Y CANDIALTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 2602,-33.43522,-70.673051,95,2024-04-11,13:58:40,1357.0,$/L,,,,,,,2024-04-29
co01009,SOC COM PINTO Y CANDIALTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 2602,-33.43522,-70.673051,97,2024-04-11,13:58:40,1391.0,$/L,,,,,,,2024-04-29
co01009,SOC COM PINTO Y CANDIALTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 2602,-33.43522,-70.673051,DI,2024-03-21,10:01:34,1070.0,$/L,,,,,,,2024-04-29
co01010,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 1990,-33.434906,-70.66443,93,2024-04-11,12:25:14,1328.0,$/L,,,,,,,2024-04-29
co01010,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 1990,-33.434906,-70.66443,95,2024-04-11,12:25:14,1357.0,$/L,,,,,,,2024-04-29
co01010,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 1990,-33.434906,-70.66443,97,2024-04-11,12:25:14,1391.0,$/L,,,,,,,2024-04-29
co01010,Administradora de Ventas al Detalle Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,SAN PABLO 1990,-33.434906,-70.66443,DI,2024-04-11,12:25:14,1066.0,$/L,,,,,,,2024-04-29
co01011,Comercial Villaval ltda ,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,NATANIEL COX 1802,-33.470151,-70.649882,93,2024-04-11,13:38:14,1350.0,$/L,,,,,,,2024-04-29
co01011,Comercial Villaval ltda ,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,NATANIEL COX 1802,-33.470151,-70.649882,95,2024-04-11,13:38:14,1408.0,$/L,,,,,,,2024-04-29
co01011,Comercial Villaval ltda ,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,NATANIEL COX 1802,-33.470151,-70.649882,97,2024-04-11,13:38:14,1464.0,$/L,,,,,,,2024-04-29
co01011,Comercial Villaval ltda ,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,NATANIEL COX 1802,-33.470151,-70.649882,DI,2024-04-11,13:38:14,1077.0,$/L,,,,,,,2024-04-29
co01012,Adm. de Gasolineras Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,VIEL 1921,-33.472059,-70.656351,93,2024-04-11,15:04:49,1351.0,$/L,,,,,,,2024-04-29
co01012,Adm. de Gasolineras Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,VIEL 1921,-33.472059,-70.656351,95,2024-04-11,15:04:49,1410.0,$/L,,,,,,,2024-04-29
co01012,Adm. de Gasolineras Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,VIEL 1921,-33.472059,-70.656351,97,2024-04-11,15:04:49,1472.0,$/L,,,,,,,2024-04-29
co01012,Adm. de Gasolineras Ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,VIEL 1921,-33.472059,-70.656351,DI,2024-04-11,15:04:49,1079.0,$/L,,,,,,,2024-04-29
co01013,ESTACION DE SERVICIO BRIZA LTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,BASCUï¿½AN GUERRERO 568,-33.456797,-70.673882,93,2023-10-05,10:24:30,1291.0,$/L,,,,,,,2024-04-29
co01013,ESTACION DE SERVICIO BRIZA LTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,BASCUï¿½AN GUERRERO 568,-33.456797,-70.673882,95,2023-10-05,10:24:30,1351.0,$/L,,,,,,,2024-04-29
co01013,ESTACION DE SERVICIO BRIZA LTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,BASCUï¿½AN GUERRERO 568,-33.456797,-70.673882,97,2023-10-05,10:24:30,1414.0,$/L,,,,,,,2024-04-29
co01013,ESTACION DE SERVICIO BRIZA LTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,BASCUï¿½AN GUERRERO 568,-33.456797,-70.673882,DI,2023-10-05,10:24:30,1023.0,$/L,,,,,,,2024-04-29
co01014,Administradora de ventas al detalle ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,CARMEN 185,-33.446397,-70.642766,93,2024-04-11,14:34:04,1360.0,$/L,,,,,,,2024-04-29
co01014,Administradora de ventas al detalle ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,CARMEN 185,-33.446397,-70.642766,95,2024-04-11,14:34:04,1411.0,$/L,,,,,,,2024-04-29
co01014,Administradora de ventas al detalle ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,CARMEN 185,-33.446397,-70.642766,97,2024-04-11,14:34:04,1461.0,$/L,,,,,,,2024-04-29
co01014,Administradora de ventas al detalle ltda.,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,CARMEN 185,-33.446397,-70.642766,DI,2024-04-11,14:34:04,1101.0,$/L,,,,,,,2024-04-29
co01015,RIVEROS Y LILLO LTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,ARTURO PRAT 683,-33.453744,-70.648608,93,2024-04-11,14:07:20,1362.0,$/L,,,,,,,2024-04-29
co01015,RIVEROS Y LILLO LTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,ARTURO PRAT 683,-33.453744,-70.648608,95,2024-04-11,14:07:20,1406.0,$/L,,,,,,,2024-04-29
co01015,RIVEROS Y LILLO LTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,ARTURO PRAT 683,-33.453744,-70.648608,97,2024-04-11,14:07:20,1499.0,$/L,,,,,,,2024-04-29
co01015,RIVEROS Y LILLO LTDA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,ARTURO PRAT 683,-33.453744,-70.648608,DI,2024-04-11,14:07:20,1093.0,$/L,,,,,,,2024-04-29
co01016,COPEGAS LIMITADA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Matta 665,-33.457869,-70.642347,93,2024-04-11,16:34:14,1348.0,$/L,,,,,,,2024-04-29
co01016,COPEGAS LIMITADA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Matta 665,-33.457869,-70.642347,95,2024-04-11,16:34:14,1407.0,$/L,,,,,,,2024-04-29
co01016,COPEGAS LIMITADA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Matta 665,-33.457869,-70.642347,97,2024-04-11,14:21:27,1470.0,$/L,,,,,,,2024-04-29
co01016,COPEGAS LIMITADA,COPEC,Metropolitana de Santiago,13,Santiago Centro,13101,Avenida Matta 665,-33.457869,-70.642347,DI,2024-04-11,14:21:27,1076.0,$/L,,,,,,,2024-04-29
co1010101,SOCIEDAD Y SERVICIOS MIYA LTDA.,COPEC,De los Lagos,10,Puerto Montt,10101,AV. ANGELMO 1920,-41.481484,-72.955876,93,2024-04-11,09:17:26,1422.0,$/L,,,,,,,2024-04-29
co1010101,SOCIEDAD Y SERVICIOS MIYA LTDA.,COPEC,De los Lagos,10,Puerto Montt,10101,AV. ANGELMO 1920,-41.481484,-72.955876,95,2024-04-11,09:17:26,1454.0,$/L,,,,,,,2024-04-29
co1010101,SOCIEDAD Y SERVICIOS MIYA LTDA.,COPEC,De los Lagos,10,Puerto Montt,10101,AV. ANGELMO 1920,-41.481484,-72.955876,97,2024-04-11,09:17:26,1485.0,$/L,,,,,,,2024-04-29
