codigo,Razón Social,marca,nombre_region,codigo_region,nombre_comuna,codigo_comuna,direccion,Latitud,Longitud,combustible,Última Actualización,hora_actualizacion,precio,unidad_cobro,ClasificacionGasolina 93 $/L,ClasificacionGasolina 97 $/L,ClasificacionPetróleo Diesel $/L,ClasificacionGasolina 95 $/L,ClasificacionGLP Vehicular $/m3,ClasificacionGNC $/m3,Fecha
co510903,PERROT Y CIA. LTDA.,COPEC,Valparaíso,5,Viña del Mar,5109,QUILLOTA 724,-33.015874,-71.544642,93,2024-04-04,15:35:05,1368.0,$/L,,,,,,,2024-04-29
co510903,PERROT Y CIA. LTDA.,COPEC,Valparaíso,5,Viña del Mar,5109,QUILLOTA 724,-33.015874,-71.544642,95,2024-04-04,15:35:05,1412.0,$/L,,,,,,,2024-04-29
co510903,PERROT Y CIA. LTDA.,COPEC,Valparaíso,5,Viña del Mar,5109,QUILLOTA 724,-33.015874,-71.544642,97,2024-04-04,15:35:05,1456.0,$/L,,,,,,,2024-04-29
co510903,PERROT Y CIA. LTDA.,COPEC,Valparaíso,5,Viña del Mar,5109,QUILLOTA 724,-33.015874,-71.544642,DI,2024-03-21,13:54:20,1085.0,$/L,,,,,,,2024-04-29
co510904,ESTACION DE SERVICIO AGUA SANTA LTDA.,COPEC,Valparaíso,5,Viña del Mar,5109,AGUA SANTA 820,-33.03248,-71.565499,93,2024-04-11,13:29:04,1400.0,$/L,,,,,,,2024-04-29
co510904,ESTACION DE SERVICIO AGUA SANTA LTDA.,COPEC,Valparaíso,5,Viña del Mar,5109,AGUA SANTA 820,-33.03248,-71.565499,95,2024-04-11,13:29:04,1444.0,$/L,,,,,,,2024-04-29
co510904,ESTACION DE SERVICIO AGUA SANTA LTDA.,COPEC,Valparaíso,5,Viña del Mar,5109,AGUA SANTA 820,-33.03248,-71.565499,97,2024-04-11,13:29:04,1488.0,$/L,,,,,,,2024-04-29
co510904,ESTACION DE SERVICIO AGUA SANTA LTDA.,COPEC,Valparaíso,5,Viña del Mar,5109,AGUA SANTA 820,-33.03248,-71.565499,DI,2024-04-11,13:29:04,1103.0,$/L,,,,,,,2024-04-29
co510905,LUEJE Y CRIGNOLA LIMITADA,COPEC,Valparaíso,5,Viña del Mar,5109,Av. Edmundo Eluchans 3100,-32.94974,-71.544417,93,2024-04-11,09:25:16,1400.0,$/L,,,,,,,2024-04-29
co510905,LUEJE Y CRIGNOLA LIMITADA,COPEC,Valparaíso,5,Viña del Mar,5109,Av. Edmundo Eluchans 3100,-32.94974,-71.544417,95,2024-04-11,09:25:16,1444.0,$/L,,,,,,,2024-04-29
co510905,LUEJE Y CRIGNOLA LIMITADA,COPEC,Valparaíso,5,Viña del Mar,5109,Av. Edmundo Eluchans 3100,-32.94974,-71.544417,97,2024-04-11,09:25:16,1488.0,$/L,,,,,,,2024-04-29
co510905,LUEJE Y CRIGNOLA LIMITADA,COPEC,Valparaíso,5,Viña del Mar,5109,Av. Edmundo Eluchans 3100,-32.94974,-71.544417,DI,2024-04-11,09:25:16,1102.0,$/L,,,,,,,2024-04-29
co510906,DISTRIBUIDORA DE COMBUSTIBLES B y P  LTDA. / RUT: 78.090.020-2  ,COPEC,Valparaíso,5,Viña del Mar,5109,1 NORTE 2399,-33.032413,-71.529912,93,2024-04-11,11:44:34,1400.0,$/L,,,,,,,2024-04-29
co510906,DISTRIBUIDORA DE COMBUSTIBLES B y P  LTDA. / RUT: 78.090.020-2  ,COPEC,Valparaíso,5,Viña del Mar,5109,1 NORTE 2399,-33.032413,-71.529912,95,2024-04-11,11:44:34,1444.0,$/L,,,,,,,2024-04-29
co510906,DISTRIBUIDORA DE COMBUSTIBLES B y P  LTDA. / RUT: 78.090.020-2  ,COPEC,Valparaíso,5,Viña del Mar,5109,1 NORTE 2399,-33.032413,-71.529912,97,2024-04-11,11:44:34,1488.0,$/L,,,,,,,2024-04-29
co510906,DISTRIBUIDORA DE COMBUSTIBLES B y P  LTDA. / RUT: 78.090.020-2  ,COPEC,Valparaíso,5,Viña del Mar,5109,1 NORTE 2399,-33.032413,-71.529912,DI,2024-04-11,11:44:34,1102.0,$/L,,,,,,,2024-04-29
co510907,ESTACION DE SERVICIO VINA DEL MAR LTDA.  ,COPEC,Valparaíso,5,Viña del Mar,5109,JORGE MONTT 2300,-33.000444,-71.548971,93,2024-04-11,10:29:23,1400.0,$/L,,,,,,,2024-04-29
co510907,ESTACION DE SERVICIO VINA DEL MAR LTDA.  ,COPEC,Valparaíso,5,Viña del Mar,5109,JORGE MONTT 2300,-33.000444,-71.548971,95,2024-04-11,10:29:23,1444.0,$/L,,,,,,,2024-04-29
co510907,ESTACION DE SERVICIO VINA DEL MAR LTDA.  ,COPEC,Valparaíso,5,Viña del Mar,5109,JORGE MONTT 2300,-33.000444,-71.548971,97,2024-04-11,10:29:23,1488.0,$/L,,,,,,,2024-04-29
co510907,ESTACION DE SERVICIO VINA DEL MAR LTDA.  ,COPEC,Valparaíso,5,Viña del Mar,5109,JORGE MONTT 2300,-33.000444,-71.548971,DI,2024-04-11,10:29:23,1102.0,$/L,,,,,,,2024-04-29
co510908,Comercial Mahana Y Compaï¿½ia Limitada ,COPEC,Valparaíso,5,Viña del Mar,5109,"LIMACHE, LUSITANIA 2321",-33.033362,-71.532315,93,2024-04-10,17:48:07,1400.0,$/L,,,,,,,2024-04-29
co510908,Comercial Mahana Y Compaï¿½ia Limitada ,COPEC,Valparaíso,5,Viña del Mar,5109,"LIMACHE, LUSITANIA 2321",-33.033362,-71.532315,95,2024-04-10,17:48:07,1444.0,$/L,,,,,,,2024-04-29
co510908,Comercial Mahana Y Compaï¿½ia Limitada ,COPEC,Valparaíso,5,Viña del Mar,5109,"LIMACHE, LUSITANIA 2321",-33.033362,-71.532315,97,2024-04-10,17:48:07,1488.0,$/L,,,,,,,2024-04-29
co510908,Comercial Mahana Y Compaï¿½ia Limitada ,COPEC,Valparaíso,5,Viña del Mar,5109,"LIMACHE, LUSITANIA 2321",-33.033362,-71.532315,DI,2024-04-10,17:48:07,1102.0,$/L,,,,,,,2024-04-29
co510909,Estación de servicios Curacaví Ltda.,COPEC,Valparaíso,5,Viña del Mar,5109,"AV. ALESSANDRI, ESQ. ÍNDICO 3401",-33.001699,-71.517461,93,2024-04-11,15:43:48,1394.0,$/L,,,,,,,2024-04-29
co510909,Estación de servicios Curacaví Ltda.,COPEC,Valparaíso,5,Viña del Mar,5109,"AV. ALESSANDRI, ESQ. ÍNDICO 3401",-33.001699,-71.517461,95,2024-04-11,15:43:48,1438.0,$/L,,,,,,,2024-04-29
co510909,Estación de servicios Curacaví Ltda.,COPEC,Valparaíso,5,Viña del Mar,5109,"AV. ALESSANDRI, ESQ. ÍNDICO 3401",-33.001699,-71.517461,97,2024-04-11,15:43:48,1482.0,$/L,,,,,,,2024-04-29
co510909,Estación de servicios Curacaví Ltda.,COPEC,Valparaíso,5,Viña del Mar,5109,"AV. ALESSANDRI, ESQ. ÍNDICO 3401",-33.001699,-71.517461,DI,2024-04-11,15:43:48,1096.0,$/L,,,,,,,2024-04-29
co510909,Estación de servicios Curacaví Ltda.,COPEC,Valparaíso,5,Viña del Mar,5109,"AV. ALESSANDRI, ESQ. ÍNDICO 3401",-33.001699,-71.517461,GLP,2024-04-11,15:44:22,768.0,$/m3,,,,,,,2024-04-29
co510910,SOCIEDAD COMERCIAL TECLUBE LIMITADA,COPEC,Valparaíso,5,Viña del Mar,5109,AV. ALESSANDRI con  21 NORTE 00,-33.002923,-71.544267,93,2024-04-11,15:26:54,1400.0,$/L,,,,,,,2024-04-29
co510910,SOCIEDAD COMERCIAL TECLUBE LIMITADA,COPEC,Valparaíso,5,Viña del Mar,5109,AV. ALESSANDRI con  21 NORTE 00,-33.002923,-71.544267,95,2024-04-11,15:26:54,1444.0,$/L,,,,,,,2024-04-29
co510910,SOCIEDAD COMERCIAL TECLUBE LIMITADA,COPEC,Valparaíso,5,Viña del Mar,5109,AV. ALESSANDRI con  21 NORTE 00,-33.002923,-71.544267,97,2024-04-11,15:26:54,1488.0,$/L,,,,,,,2024-04-29
co510910,SOCIEDAD COMERCIAL TECLUBE LIMITADA,COPEC,Valparaíso,5,Viña del Mar,5109,AV. ALESSANDRI con  21 NORTE 00,-33.002923,-71.544267,DI,2024-04-11,15:26:54,1102.0,$/L,,,,,,,2024-04-29
co510911,Mella y Téllez Limitada 77.769.490-1,COPEC,Valparaíso,5,Viña del Mar,5109,Autopista Troncal Sur 3290,-33.028869,-71.538999,93,2024-04-11,00:19:44,1400.0,$/L,,,,,,,2024-04-29
co510911,Mella y Téllez Limitada 77.769.490-1,COPEC,Valparaíso,5,Viña del Mar,5109,Autopista Troncal Sur 3290,-33.028869,-71.538999,95,2024-04-11,00:19:44,1444.0,$/L,,,,,,,2024-04-29
co510911,Mella y Téllez Limitada 77.769.490-1,COPEC,Valparaíso,5,Viña del Mar,5109,Autopista Troncal Sur 3290,-33.028869,-71.538999,97,2024-04-11,00:19:44,1488.0,$/L,,,,,,,2024-04-29
co510911,Mella y Téllez Limitada 77.769.490-1,COPEC,Valparaíso,5,Viña del Mar,5109,Autopista Troncal Sur 3290,-33.028869,-71.538999,DI,2024-04-11,00:19:44,1102.0,$/L,,,,,,,2024-04-29
co510912,Comercial Santa Laura Limitada.,SHELL,Valparaíso,5,Viña del Mar,5109,Av. Gómez Carreño 3601,-32.991898,-71.52166,93,2024-04-11,17:36:40,1398.0,$/L,,,,,,,2024-04-29
co510912,Comercial Santa Laura Limitada.,SHELL,Valparaíso,5,Viña del Mar,5109,Av. Gómez Carreño 3601,-32.991898,-71.52166,95,2024-04-11,17:36:40,1442.0,$/L,,,,,,,2024-04-29
co510912,Comercial Santa Laura Limitada.,SHELL,Valparaíso,5,Viña del Mar,5109,Av. Gómez Carreño 3601,-32.991898,-71.52166,97,2024-04-11,17:36:40,1486.0,$/L,,,,,,,2024-04-29
co510912,Comercial Santa Laura Limitada.,SHELL,Valparaíso,5,Viña del Mar,5109,Av. Gómez Carreño 3601,-32.991898,-71.52166,DI,2024-04-11,17:36:40,1100.0,$/L,,,,,,,2024-04-29
co510913,ADMINISTRADORA DE VENTAS AL DETALLE LTDA,COPEC,Valparaíso,5,Viña del Mar,5109,EDUARDO FREI 4025,-33.023515,-71.50846,93,2024-04-11,09:54:10,1394.0,$/L,,,,,,,2024-04-29
co510913,ADMINISTRADORA DE VENTAS AL DETALLE LTDA,COPEC,Valparaíso,5,Viña del Mar,5109,EDUARDO FREI 4025,-33.023515,-71.50846,95,2024-04-11,09:54:10,1438.0,$/L,,,,,,,2024-04-29
co510913,ADMINISTRADORA DE VENTAS AL DETALLE LTDA,COPEC,Valparaíso,5,Viña del Mar,5109,EDUARDO FREI 4025,-33.023515,-71.50846,97,2024-04-11,09:54:10,1482.0,$/L,,,,,,,2024-04-29
co510913,ADMINISTRADORA DE VENTAS AL DETALLE LTDA,COPEC,Valparaíso,5,Viña del Mar,5109,EDUARDO FREI 4025,-33.023515,-71.50846,DI,2024-04-11,09:54:10,1096.0,$/L,,,,,,,2024-04-29
co510914,COMERCIAL Y SERVICIOS IBANEZ RODRIGUEZ LTDA.,COPEC,Valparaíso,5,Viña del Mar,5109,Camino Internacional 5001,-32.963876,-71.507515,93,2024-04-11,09:43:58,1394.0,$/L,,,,,,,2024-04-29
co510914,COMERCIAL Y SERVICIOS IBANEZ RODRIGUEZ LTDA.,COPEC,Valparaíso,5,Viña del Mar,5109,Camino Internacional 5001,-32.963876,-71.507515,95,2024-04-11,09:43:58,1438.0,$/L,,,,,,,2024-04-29
co510914,COMERCIAL Y SERVICIOS IBANEZ RODRIGUEZ LTDA.,COPEC,Valparaíso,5,Viña del Mar,5109,Camino Internacional 5001,-32.963876,-71.507515,97,2024-04-11,09:43:58,1482.0,$/L,,,,,,,2024-04-29
co510914,COMERCIAL Y SERVICIOS IBANEZ RODRIGUEZ LTDA.,COPEC,Valparaíso,5,Viña del Mar,5109,Camino Internacional 5001,-32.963876,-71.507515,DI,2024-04-11,09:43:58,1096.0,$/L,,,,,,,2024-04-29
co510915,COMERCIAL GUTIERREZ Y JEANNERET LIMITADA,COPEC,Valparaíso,5,Quillota,5501, AV. RAFAEL ARIZTIA 705,-32.877207,-71.233292,93,2024-04-11,14:42:15,1403.0,$/L,,,,,,,2024-04-29
co510915,COMERCIAL GUTIERREZ Y JEANNERET LIMITADA,COPEC,Valparaíso,5,Quillota,5501, AV. RAFAEL ARIZTIA 705,-32.877207,-71.233292,95,2024-04-11,14:42:15,1444.0,$/L,,,,,,,2024-04-29
co510915,COMERCIAL GUTIERREZ Y JEANNERET LIMITADA,COPEC,Valparaíso,5,Quillota,5501, AV. RAFAEL ARIZTIA 705,-32.877207,-71.233292,97,2024-04-11,14:42:15,1485.0,$/L,,,,,,,2024-04-29
co510915,COMERCIAL GUTIERREZ Y JEANNERET LIMITADA,COPEC,Valparaíso,5,Quillota,5501, AV. RAFAEL ARIZTIA 705,-32.877207,-71.233292,DI,2024-04-11,14:42:15,1099.0,$/L,,,,,,,2024-04-29
co510916,Soc. Com. y Dist. SANTOMAR Ltda. ,COPEC,Valparaíso,5,Viña del Mar,5109,Camino Internacional Oriente 4690,-32.965028,-71.505472,93,2024-04-12,07:28:45,1394.0,$/L,,,,,,,2024-04-29
co510916,Soc. Com. y Dist. SANTOMAR Ltda. ,COPEC,Valparaíso,5,Viña del Mar,5109,Camino Internacional Oriente 4690,-32.965028,-71.505472,95,2024-04-12,07:28:46,1438.0,$/L,,,,,,,2024-04-29
co510916,Soc. Com. y Dist. SANTOMAR Ltda. ,COPEC,Valparaíso,5,Viña del Mar,5109,Camino Internacional Oriente 4690,-32.965028,-71.505472,97,2024-04-12,07:28:46,1482.0,$/L,,,,,,,2024-04-29
co510916,Soc. Com. y Dist. SANTOMAR Ltda. ,COPEC,Valparaíso,5,Viña del Mar,5109,Camino Internacional Oriente 4690,-32.965028,-71.505472,DI,2024-04-12,07:28:46,1096.0,$/L,,,,,,,2024-04-29
co530101,SOCIEDAD COMERCIAL LAS VIOLETAS LTDA.,COPEC,Valparaíso,5,Los Andes,5301,PASCUAL BABURIZZA ESQ RENE SCHNEIDER 00,-32.841921,-70.59351,93,2024-04-11,06:54:27,1408.0,$/L,,,,,,,2024-04-29
co530101,SOCIEDAD COMERCIAL LAS VIOLETAS LTDA.,COPEC,Valparaíso,5,Los Andes,5301,PASCUAL BABURIZZA ESQ RENE SCHNEIDER 00,-32.841921,-70.59351,95,2024-04-11,06:54:27,1449.0,$/L,,,,,,,2024-04-29
co530101,SOCIEDAD COMERCIAL LAS VIOLETAS LTDA.,COPEC,Valparaíso,5,Los Andes,5301,PASCUAL BABURIZZA ESQ RENE SCHNEIDER 00,-32.841921,-70.59351,97,2024-04-11,06:54:27,1488.0,$/L,,,,,,,2024-04-29
co530101,SOCIEDAD COMERCIAL LAS VIOLETAS LTDA.,COPEC,Valparaíso,5,Los Andes,5301,PASCUAL BABURIZZA ESQ RENE SCHNEIDER 00,-32.841921,-70.59351,DI,2024-04-11,06:54:27,1106.0,$/L,,,,,,,2024-04-29
co530101,SOCIEDAD COMERCIAL LAS VIOLETAS LTDA.,COPEC,Valparaíso,5,Los Andes,5301,PASCUAL BABURIZZA ESQ RENE SCHNEIDER 00,-32.841921,-70.59351,GLP,2018-07-26,09:14:32,1.0,$/m3,,,,,,,2024-04-29
co530101,SOCIEDAD COMERCIAL LAS VIOLETAS LTDA.,COPEC,Valparaíso,5,Los Andes,5301,PASCUAL BABURIZZA ESQ RENE SCHNEIDER 00,-32.841921,-70.59351,GNC,2018-07-26,09:14:32,1.0,$/m3,,,,,,,2024-04-29
co530102,PABEL LTDA.,COPEC,Valparaíso,5,Los Andes,5301,ESMERALDA ESQUINA SANTA TERESA 00,-32.831825,-70.601884,93,2024-04-11,17:13:11,1402.0,$/L,,,,,,,2024-04-29
co530102,PABEL LTDA.,COPEC,Valparaíso,5,Los Andes,5301,ESMERALDA ESQUINA SANTA TERESA 00,-32.831825,-70.601884,95,2024-04-11,17:13:11,1442.0,$/L,,,,,,,2024-04-29
co530102,PABEL LTDA.,COPEC,Valparaíso,5,Los Andes,5301,ESMERALDA ESQUINA SANTA TERESA 00,-32.831825,-70.601884,97,2024-04-11,17:13:11,1479.0,$/L,,,,,,,2024-04-29
co530102,PABEL LTDA.,COPEC,Valparaíso,5,Los Andes,5301,ESMERALDA ESQUINA SANTA TERESA 00,-32.831825,-70.601884,DI,2024-04-11,17:13:11,1093.0,$/L,,,,,,,2024-04-29
co530104,Distribuidora Valle Grande Ltda,COPEC,Valparaíso,5,Los Andes,5301,AV. ARGENTINA esq LAS JUNTAS 1148,-32.827358,-70.607232,93,2023-10-12,07:02:14,1331.0,$/L,,,,,,,2024-04-29
co530104,Distribuidora Valle Grande Ltda,COPEC,Valparaíso,5,Los Andes,5301,AV. ARGENTINA esq LAS JUNTAS 1148,-32.827358,-70.607232,95,2023-10-12,07:02:14,1372.0,$/L,,,,,,,2024-04-29
co530104,Distribuidora Valle Grande Ltda,COPEC,Valparaíso,5,Los Andes,5301,AV. ARGENTINA esq LAS JUNTAS 1148,-32.827358,-70.607232,97,2023-10-05,07:06:53,1412.0,$/L,,,,,,,2024-04-29
co530104,Distribuidora Valle Grande Ltda,COPEC,Valparaíso,5,Los Andes,5301,AV. ARGENTINA esq LAS JUNTAS 1148,-32.827358,-70.607232,DI,2023-10-05,07:06:53,1050.0,$/L,,,,,,,2024-04-29
co530105,LA CUMBRE ESTACIONES DE SERVICIOS LTDA.,COPEC,Valparaíso,5,Los Andes,5301,Camino Internacional KM 37 0,-32.90701,-70.29387,93,2024-04-11,09:26:02,1408.0,$/L,,,,,,,2024-04-29
co530105,LA CUMBRE ESTACIONES DE SERVICIOS LTDA.,COPEC,Valparaíso,5,Los Andes,5301,Camino Internacional KM 37 0,-32.90701,-70.29387,95,2024-04-11,09:26:02,1449.0,$/L,,,,,,,2024-04-29
co530105,LA CUMBRE ESTACIONES DE SERVICIOS LTDA.,COPEC,Valparaíso,5,Los Andes,5301,Camino Internacional KM 37 0,-32.90701,-70.29387,97,2024-04-11,09:26:02,1488.0,$/L,,,,,,,2024-04-29
co530105,LA CUMBRE ESTACIONES DE SERVICIOS LTDA.,COPEC,Valparaíso,5,Los Andes,5301,Camino Internacional KM 37 0,-32.90701,-70.29387,DI,2024-04-11,09:26:02,1096.0,$/L,,,,,,,2024-04-29
co530201,Sociedad Comercial Rincón Ltda,COPEC,Valparaíso,5,Calle Larga,5302,Calle Larga 2823,-32.853057,-70.624108,93,2024-04-11,07:54:48,1408.0,$/L,,,,,,,2024-04-29
co530201,Sociedad Comercial Rincón Ltda,COPEC,Valparaíso,5,Calle Larga,5302,Calle Larga 2823,-32.853057,-70.624108,95,2024-04-11,07:54:48,1449.0,$/L,,,,,,,2024-04-29
co530201,Sociedad Comercial Rincón Ltda,COPEC,Valparaíso,5,Calle Larga,5302,Calle Larga 2823,-32.853057,-70.624108,97,2024-04-11,07:54:48,1488.0,$/L,,,,,,,2024-04-29
co530201,Sociedad Comercial Rincón Ltda,COPEC,Valparaíso,5,Calle Larga,5302,Calle Larga 2823,-32.853057,-70.624108,DI,2024-04-11,07:54:48,1106.0,$/L,,,,,,,2024-04-29
co530401,Sociedad Comercializadora Clemente Ltda.,COPEC,Valparaíso,5,San Esteban,5304,Av. Alessandri 1811,-32.813367,-70.587315,93,2024-04-11,10:23:20,1408.0,$/L,,,,,,,2024-04-29
co530401,Sociedad Comercializadora Clemente Ltda.,COPEC,Valparaíso,5,San Esteban,5304,Av. Alessandri 1811,-32.813367,-70.587315,95,2024-04-11,10:23:20,1449.0,$/L,,,,,,,2024-04-29
co530401,Sociedad Comercializadora Clemente Ltda.,COPEC,Valparaíso,5,San Esteban,5304,Av. Alessandri 1811,-32.813367,-70.587315,97,2024-04-11,10:23:20,1488.0,$/L,,,,,,,2024-04-29
co530401,Sociedad Comercializadora Clemente Ltda.,COPEC,Valparaíso,5,San Esteban,5304,Av. Alessandri 1811,-32.813367,-70.587315,DI,2024-04-11,10:23:20,1105.0,$/L,,,,,,,2024-04-29
co540101,Administradora de Ventas al Detalle Ltda.,COPEC,Valparaíso,5,La Ligua,5401,Portales 1131,-32.452019,-71.239042,93,2023-10-12,11:51:31,1329.0,$/L,,,,,,,2024-04-29
co540101,Administradora de Ventas al Detalle Ltda.,COPEC,Valparaíso,5,La Ligua,5401,Portales 1131,-32.452019,-71.239042,95,2023-10-12,11:51:31,1372.0,$/L,,,,,,,2024-04-29
co540101,Administradora de Ventas al Detalle Ltda.,COPEC,Valparaíso,5,La Ligua,5401,Portales 1131,-32.452019,-71.239042,97,2023-10-05,08:12:40,1415.0,$/L,,,,,,,2024-04-29
co540101,Administradora de Ventas al Detalle Ltda.,COPEC,Valparaíso,5,La Ligua,5401,Portales 1131,-32.452019,-71.239042,DI,2023-10-05,08:12:40,1049.0,$/L,,,,,,,2024-04-29
co540201,Comercial Torres y Cia Ltda. // rut: 76.251.324-2,COPEC,Valparaíso,5,Cabildo,5402,Avenida Humeres 1302,-32.42802,-71.070406,93,2024-04-11,10:24:36,1407.0,$/L,,,,,,,2024-04-29
co540201,Comercial Torres y Cia Ltda. // rut: 76.251.324-2,COPEC,Valparaíso,5,Cabildo,5402,Avenida Humeres 1302,-32.42802,-71.070406,95,2024-04-11,10:24:36,1449.0,$/L,,,,,,,2024-04-29
co540201,Comercial Torres y Cia Ltda. // rut: 76.251.324-2,COPEC,Valparaíso,5,Cabildo,5402,Avenida Humeres 1302,-32.42802,-71.070406,97,2024-04-11,10:24:36,1491.0,$/L,,,,,,,2024-04-29
co540201,Comercial Torres y Cia Ltda. // rut: 76.251.324-2,COPEC,Valparaíso,5,Cabildo,5402,Avenida Humeres 1302,-32.42802,-71.070406,DI,2024-04-11,10:24:36,1105.0,$/L,,,,,,,2024-04-29
co540202,FQ Services Ltda.,COPEC,Valparaíso,5,Cabildo,5402,Avda. Humeres 2498,-32.438022,-71.08488,93,2024-04-11,09:01:14,1407.0,$/L,,,,,,,2024-04-29
co540202,FQ Services Ltda.,COPEC,Valparaíso,5,Cabildo,5402,Avda. Humeres 2498,-32.438022,-71.08488,95,2024-04-11,09:01:14,1449.0,$/L,,,,,,,2024-04-29
co540202,FQ Services Ltda.,COPEC,Valparaíso,5,Cabildo,5402,Avda. Humeres 2498,-32.438022,-71.08488,97,2024-04-11,09:01:14,1491.0,$/L,,,,,,,2024-04-29
co540202,FQ Services Ltda.,COPEC,Valparaíso,5,Cabildo,5402,Avda. Humeres 2498,-32.438022,-71.08488,DI,2024-04-11,09:01:14,1105.0,$/L,,,,,,,2024-04-29
co540301,CAD ESTACIONES DE SERVICIO LTDA,COPEC,Valparaíso,5,Papudo,5403,Irarrazaval 435,-32.505686,-71.446549,93,2024-04-11,08:17:03,1384.0,$/L,,,,,,,2024-04-29
co540301,CAD ESTACIONES DE SERVICIO LTDA,COPEC,Valparaíso,5,Papudo,5403,Irarrazaval 435,-32.505686,-71.446549,95,2024-04-11,08:17:03,1431.0,$/L,,,,,,,2024-04-29
co540301,CAD ESTACIONES DE SERVICIO LTDA,COPEC,Valparaíso,5,Papudo,5403,Irarrazaval 435,-32.505686,-71.446549,97,2024-04-11,08:17:03,1464.0,$/L,,,,,,,2024-04-29
co540301,CAD ESTACIONES DE SERVICIO LTDA,COPEC,Valparaíso,5,Papudo,5403,Irarrazaval 435,-32.505686,-71.446549,DI,2024-04-11,08:17:03,1104.0,$/L,,,,,,,2024-04-29
co540401,COMERCIALIZADORA Y DISTRIBUIDORA MORRO DEL INCA LTDA.,COPEC,Valparaíso,5,Petorca,5404,Carretera F-35 S/N Sector La Ñipa 0,-32.252442,-70.935802,93,2024-04-11,08:58:46,1408.0,$/L,,,,,,,2024-04-29
co540401,COMERCIALIZADORA Y DISTRIBUIDORA MORRO DEL INCA LTDA.,COPEC,Valparaíso,5,Petorca,5404,Carretera F-35 S/N Sector La Ñipa 0,-32.252442,-70.935802,95,2024-04-11,08:58:46,1450.0,$/L,,,,,,,2024-04-29
co540401,COMERCIALIZADORA Y DISTRIBUIDORA MORRO DEL INCA LTDA.,COPEC,Valparaíso,5,Petorca,5404,Carretera F-35 S/N Sector La Ñipa 0,-32.252442,-70.935802,97,2024-04-11,08:58:46,1492.0,$/L,,,,,,,2024-04-29
co540401,COMERCIALIZADORA Y DISTRIBUIDORA MORRO DEL INCA LTDA.,COPEC,Valparaíso,5,Petorca,5404,Carretera F-35 S/N Sector La Ñipa 0,-32.252442,-70.935802,DI,2024-04-11,08:58:46,1106.0,$/L,,,,,,,2024-04-29
co540501,Sociedad Comercial S y A Limitada,COPEC,Valparaíso,5,Zapallar,5405,JANUARIO OVALLE 128,-32.555933,-71.455529,93,2024-04-11,07:29:48,1401.0,$/L,,,,,,,2024-04-29
co540501,Sociedad Comercial S y A Limitada,COPEC,Valparaíso,5,Zapallar,5405,JANUARIO OVALLE 128,-32.555933,-71.455529,95,2024-04-11,07:29:48,1443.0,$/L,,,,,,,2024-04-29
co540501,Sociedad Comercial S y A Limitada,COPEC,Valparaíso,5,Zapallar,5405,JANUARIO OVALLE 128,-32.555933,-71.455529,97,2024-04-11,07:29:48,1485.0,$/L,,,,,,,2024-04-29
co540501,Sociedad Comercial S y A Limitada,COPEC,Valparaíso,5,Zapallar,5405,JANUARIO OVALLE 128,-32.555933,-71.455529,DI,2024-04-11,07:29:48,1110.0,$/L,,,,,,,2024-04-29
co550101,COMERCIAL BONILLA Y COMPANIA LIMITADA ,COPEC,Valparaíso,5,Quillota,5501,"FREIRE, 513",-32.883065,-71.245185,93,2024-04-11,08:22:19,1403.0,$/L,,,,,,,2024-04-29
co550101,COMERCIAL BONILLA Y COMPANIA LIMITADA ,COPEC,Valparaíso,5,Quillota,5501,"FREIRE, 513",-32.883065,-71.245185,95,2024-04-11,08:22:19,1444.0,$/L,,,,,,,2024-04-29
co550101,COMERCIAL BONILLA Y COMPANIA LIMITADA ,COPEC,Valparaíso,5,Quillota,5501,"FREIRE, 513",-32.883065,-71.245185,97,2024-04-11,08:22:19,1485.0,$/L,,,,,,,2024-04-29
co550101,COMERCIAL BONILLA Y COMPANIA LIMITADA ,COPEC,Valparaíso,5,Quillota,5501,"FREIRE, 513",-32.883065,-71.245185,DI,2024-04-11,08:22:19,1099.0,$/L,,,,,,,2024-04-29
co550102,Comercial y Servicios Santa Felisa Limitada,COPEC,Valparaíso,5,Quillota,5501,BLANCO 661,-32.885025,-71.244227,93,2024-04-11,10:02:37,1403.0,$/L,,,,,,,2024-04-29
co550102,Comercial y Servicios Santa Felisa Limitada,COPEC,Valparaíso,5,Quillota,5501,BLANCO 661,-32.885025,-71.244227,95,2024-04-11,10:02:37,1444.0,$/L,,,,,,,2024-04-29
co550102,Comercial y Servicios Santa Felisa Limitada,COPEC,Valparaíso,5,Quillota,5501,BLANCO 661,-32.885025,-71.244227,97,2024-04-11,10:02:37,1485.0,$/L,,,,,,,2024-04-29
co550102,Comercial y Servicios Santa Felisa Limitada,COPEC,Valparaíso,5,Quillota,5501,BLANCO 661,-32.885025,-71.244227,DI,2024-04-11,10:02:37,1099.0,$/L,,,,,,,2024-04-29
co550102,Comercial y Servicios Santa Felisa Limitada,COPEC,Valparaíso,5,Quillota,5501,BLANCO 661,-32.885025,-71.244227,GLP,2024-04-11,10:02:37,782.0,$/m3,,,,,,,2024-04-29
co550103,SOCIEDAD COMERCIAL ROSATI Y HUGUET  LIMITADA,COPEC,Valparaíso,5,Quillota,5501,"AV. JUAN BAUTISTA ALBERDI, BULNES 0",-32.894689,-71.253518,93,2024-04-11,11:49:37,1395.0,$/L,,,,,,,2024-04-29
