codigo,Razón Social,marca,nombre_region,codigo_region,nombre_comuna,codigo_comuna,direccion,Latitud,Longitud,combustible,Última Actualización,hora_actualizacion,precio,unidad_cobro,ClasificacionGasolina 93 $/L,ClasificacionGasolina 97 $/L,ClasificacionPetróleo Diesel $/L,ClasificacionGasolina 95 $/L,ClasificacionGLP Vehicular $/m3,ClasificacionGNC $/m3,Fecha
co1510102,VICTOR HUGO CORTES BRAVO Y CIA. LTDA.  ,COPEC,Arica y Parinacota,15,Arica,15101,PANAMERICANA SUR 2824,-18.49350330167479,-70.28909504413605,97,2024-02-29,10:35:57,1398.0,$/L,,,,,,,2024-03-22
co1510102,VICTOR HUGO CORTES BRAVO Y CIA. LTDA.  ,COPEC,Arica y Parinacota,15,Arica,15101,PANAMERICANA SUR 2824,-18.49350330167479,-70.28909504413605,DI,2024-03-04,09:29:36,1087.0,$/L,,,,,,,2024-03-22
co1510103,SOC. REYES TAMAYO LIMITADA 76.012.325-0,COPEC,Arica y Parinacota,15,Arica,15101, LUIS VALENTE ROSSI 1990,-18.490415223567965,-70.30229687690735,93,2024-02-29,16:26:30,1343.0,$/L,,,,,,,2024-03-22
co1510103,SOC. REYES TAMAYO LIMITADA 76.012.325-0,COPEC,Arica y Parinacota,15,Arica,15101, LUIS VALENTE ROSSI 1990,-18.490415223567965,-70.30229687690735,95,2024-02-29,16:26:30,1371.0,$/L,,,,,,,2024-03-22
co1510103,SOC. REYES TAMAYO LIMITADA 76.012.325-0,COPEC,Arica y Parinacota,15,Arica,15101, LUIS VALENTE ROSSI 1990,-18.490415223567965,-70.30229687690735,97,2024-02-29,16:26:30,1398.0,$/L,,,,,,,2024-03-22
co1510103,SOC. REYES TAMAYO LIMITADA 76.012.325-0,COPEC,Arica y Parinacota,15,Arica,15101, LUIS VALENTE ROSSI 1990,-18.490415223567965,-70.30229687690735,DI,2024-02-29,16:26:30,1087.0,$/L,,,,,,,2024-03-22
co1510104,ESTACIONES DE SERVICIO SEGUEL Y CIA . LTDA.,COPEC,Arica y Parinacota,15,Arica,15101,18 DE SEPTIEMBRE 2401,-18.489835248818753,-70.2902752161026,93,2024-02-29,07:19:14,1343.0,$/L,,,,,,,2024-03-22
co1510104,ESTACIONES DE SERVICIO SEGUEL Y CIA . LTDA.,COPEC,Arica y Parinacota,15,Arica,15101,18 DE SEPTIEMBRE 2401,-18.489835248818753,-70.2902752161026,95,2024-02-29,07:19:14,1371.0,$/L,,,,,,,2024-03-22
co1510104,ESTACIONES DE SERVICIO SEGUEL Y CIA . LTDA.,COPEC,Arica y Parinacota,15,Arica,15101,18 DE SEPTIEMBRE 2401,-18.489835248818753,-70.2902752161026,97,2024-02-29,07:19:14,1398.0,$/L,,,,,,,2024-03-22
co1510104,ESTACIONES DE SERVICIO SEGUEL Y CIA . LTDA.,COPEC,Arica y Parinacota,15,Arica,15101,18 DE SEPTIEMBRE 2401,-18.489835248818753,-70.2902752161026,DI,2024-02-29,07:19:14,1087.0,$/L,,,,,,,2024-03-22
co1510105,COMERCIAL Y SERVICIOS PANGUI LTDA,COPEC,Arica y Parinacota,15,Arica,15101,DIEGO PORTALES 1115,-18.47399456560724,-70.30260533094406,93,2024-03-15,15:18:16,1337.0,$/L,,,,,,,2024-03-22
co1510105,COMERCIAL Y SERVICIOS PANGUI LTDA,COPEC,Arica y Parinacota,15,Arica,15101,DIEGO PORTALES 1115,-18.47399456560724,-70.30260533094406,95,2024-03-15,15:18:16,1365.0,$/L,,,,,,,2024-03-22
co1510105,COMERCIAL Y SERVICIOS PANGUI LTDA,COPEC,Arica y Parinacota,15,Arica,15101,DIEGO PORTALES 1115,-18.47399456560724,-70.30260533094406,97,2024-03-15,15:18:16,1392.0,$/L,,,,,,,2024-03-22
co1510105,COMERCIAL Y SERVICIOS PANGUI LTDA,COPEC,Arica y Parinacota,15,Arica,15101,DIEGO PORTALES 1115,-18.47399456560724,-70.30260533094406,DI,2024-03-15,15:18:16,1081.0,$/L,,,,,,,2024-03-22
co1510106,COMBUSTIBLES ARICA LTDA. 78.875.760-3,COPEC,Arica y Parinacota,15,Arica,15101,AV. SANTIAGO ARATA 3190,-18.455430078712283,-70.29473304748535,93,2024-02-29,07:23:27,1343.0,$/L,,,,,,,2024-03-22
co1510106,COMBUSTIBLES ARICA LTDA. 78.875.760-3,COPEC,Arica y Parinacota,15,Arica,15101,AV. SANTIAGO ARATA 3190,-18.455430078712283,-70.29473304748535,95,2024-02-29,07:23:27,1371.0,$/L,,,,,,,2024-03-22
co1510106,COMBUSTIBLES ARICA LTDA. 78.875.760-3,COPEC,Arica y Parinacota,15,Arica,15101,AV. SANTIAGO ARATA 3190,-18.455430078712283,-70.29473304748535,97,2024-02-29,07:23:27,1398.0,$/L,,,,,,,2024-03-22
co1510106,COMBUSTIBLES ARICA LTDA. 78.875.760-3,COPEC,Arica y Parinacota,15,Arica,15101,AV. SANTIAGO ARATA 3190,-18.455430078712283,-70.29473304748535,DI,2024-02-29,07:23:27,1087.0,$/L,,,,,,,2024-03-22
co1510401,COOPRINSEM                                          ,COPEC,De los Ríos,14,Los Lagos,14104,QUINCHILCA S/N 0,-39.86099956341941,-72.79438018798828,93,2024-02-29,11:33:10,1354.0,$/L,,,,,,,2024-03-22
co1510401,COOPRINSEM                                          ,COPEC,De los Ríos,14,Los Lagos,14104,QUINCHILCA S/N 0,-39.86099956341941,-72.79438018798828,95,2024-02-29,11:33:10,1380.0,$/L,,,,,,,2024-03-22
co1510401,COOPRINSEM                                          ,COPEC,De los Ríos,14,Los Lagos,14104,QUINCHILCA S/N 0,-39.86099956341941,-72.79438018798828,97,2024-02-29,11:33:10,1409.0,$/L,,,,,,,2024-03-22
co1510401,COOPRINSEM                                          ,COPEC,De los Ríos,14,Los Lagos,14104,QUINCHILCA S/N 0,-39.86099956341941,-72.79438018798828,DI,2024-02-29,11:33:10,1105.0,$/L,,,,,,,2024-03-22
co210101,MARCE INGENIERIA LTDA. RUT: 78.116.860-2,COPEC,Antofagasta,2,Antofagasta,2101,AV. ANTONIO RENDIC 3855,-23.63617490636697,-70.3892058134079,93,2024-03-06,22:16:19,1347.0,$/L,,,,,,,2024-03-22
co210101,MARCE INGENIERIA LTDA. RUT: 78.116.860-2,COPEC,Antofagasta,2,Antofagasta,2101,AV. ANTONIO RENDIC 3855,-23.63617490636697,-70.3892058134079,95,2024-02-29,14:56:55,1380.0,$/L,,,,,,,2024-03-22
co210101,MARCE INGENIERIA LTDA. RUT: 78.116.860-2,COPEC,Antofagasta,2,Antofagasta,2101,AV. ANTONIO RENDIC 3855,-23.63617490636697,-70.3892058134079,97,2024-03-07,14:58:15,1408.0,$/L,,,,,,,2024-03-22
co210101,MARCE INGENIERIA LTDA. RUT: 78.116.860-2,COPEC,Antofagasta,2,Antofagasta,2101,AV. ANTONIO RENDIC 3855,-23.63617490636697,-70.3892058134079,DI,2024-02-29,14:56:55,1091.0,$/L,,,,,,,2024-03-22
co210102,Comercializadora Didecom Limitada,COPEC,Antofagasta,2,Antofagasta,2101,AV. MEJILLONES 4950 ESQ. ILLAPEL 4950,-23.62519322844285,-70.39119869470596,93,2024-03-07,10:19:24,1347.0,$/L,,,,,,,2024-03-22
co210102,Comercializadora Didecom Limitada,COPEC,Antofagasta,2,Antofagasta,2101,AV. MEJILLONES 4950 ESQ. ILLAPEL 4950,-23.62519322844285,-70.39119869470596,95,2024-02-29,09:55:42,1380.0,$/L,,,,,,,2024-03-22
co210102,Comercializadora Didecom Limitada,COPEC,Antofagasta,2,Antofagasta,2101,AV. MEJILLONES 4950 ESQ. ILLAPEL 4950,-23.62519322844285,-70.39119869470596,97,2024-03-07,10:19:24,1408.0,$/L,,,,,,,2024-03-22
co210102,Comercializadora Didecom Limitada,COPEC,Antofagasta,2,Antofagasta,2101,AV. MEJILLONES 4950 ESQ. ILLAPEL 4950,-23.62519322844285,-70.39119869470596,DI,2024-02-29,09:55:42,1091.0,$/L,,,,,,,2024-03-22
co210103,COMERCIAL ELIZABETH OCARANZA LIMITADA,COPEC,Antofagasta,2,Antofagasta,2101,SAN MARTIN ESQ. URIBE 0,-23.64914089749835,-70.40098875761032,93,2024-03-07,08:27:03,1350.0,$/L,,,,,,,2024-03-22
co210103,COMERCIAL ELIZABETH OCARANZA LIMITADA,COPEC,Antofagasta,2,Antofagasta,2101,SAN MARTIN ESQ. URIBE 0,-23.64914089749835,-70.40098875761032,95,2024-02-29,07:27:09,1383.0,$/L,,,,,,,2024-03-22
co210103,COMERCIAL ELIZABETH OCARANZA LIMITADA,COPEC,Antofagasta,2,Antofagasta,2101,SAN MARTIN ESQ. URIBE 0,-23.64914089749835,-70.40098875761032,97,2024-03-07,08:27:03,1411.0,$/L,,,,,,,2024-03-22
co210103,COMERCIAL ELIZABETH OCARANZA LIMITADA,COPEC,Antofagasta,2,Antofagasta,2101,SAN MARTIN ESQ. URIBE 0,-23.64914089749835,-70.40098875761032,DI,2024-02-29,07:27:09,1095.0,$/L,,,,,,,2024-03-22
co210104,COMERCIAL Y SERVICIOS TRACIA LTDA,COPEC,Antofagasta,2,Antofagasta,2101,AV. ANGAMOS 0633,-23.67874384833269,-70.40979444980621,93,2023-11-02,18:31:01,1357.0,$/L,,,,,,,2024-03-22
co210104,COMERCIAL Y SERVICIOS TRACIA LTDA,COPEC,Antofagasta,2,Antofagasta,2101,AV. ANGAMOS 0633,-23.67874384833269,-70.40979444980621,95,2023-11-02,18:31:01,1393.0,$/L,,,,,,,2024-03-22
co210104,COMERCIAL Y SERVICIOS TRACIA LTDA,COPEC,Antofagasta,2,Antofagasta,2101,AV. ANGAMOS 0633,-23.67874384833269,-70.40979444980621,97,2023-11-02,18:31:01,1424.0,$/L,,,,,,,2024-03-22
co210104,COMERCIAL Y SERVICIOS TRACIA LTDA,COPEC,Antofagasta,2,Antofagasta,2101,AV. ANGAMOS 0633,-23.67874384833269,-70.40979444980621,DI,2023-11-02,18:31:01,1076.0,$/L,,,,,,,2024-03-22
co210104,COMERCIAL Y SERVICIOS TRACIA LTDA,COPEC,Antofagasta,2,Antofagasta,2101,AV. ANGAMOS 0633,-23.67874384833269,-70.40979444980621,GNC,2020-12-30,23:49:03,,$/m3,,,,,,,2024-03-22
co210105,COMERCIALIZADORA Y DISTRIBUIDORA ARCEU Y CABRERA LIMITADA,COPEC,Antofagasta,2,Antofagasta,2101,RUTA 5 NORTE KM 1351 00,-23.782598,-70.316837,93,2024-03-07,00:18:35,1349.0,$/L,,,,,,,2024-03-22
co210105,COMERCIALIZADORA Y DISTRIBUIDORA ARCEU Y CABRERA LIMITADA,COPEC,Antofagasta,2,Antofagasta,2101,RUTA 5 NORTE KM 1351 00,-23.782598,-70.316837,95,2024-03-07,00:18:35,1382.0,$/L,,,,,,,2024-03-22
co210105,COMERCIALIZADORA Y DISTRIBUIDORA ARCEU Y CABRERA LIMITADA,COPEC,Antofagasta,2,Antofagasta,2101,RUTA 5 NORTE KM 1351 00,-23.782598,-70.316837,97,2024-03-07,00:18:35,1410.0,$/L,,,,,,,2024-03-22
co210105,COMERCIALIZADORA Y DISTRIBUIDORA ARCEU Y CABRERA LIMITADA,COPEC,Antofagasta,2,Antofagasta,2101,RUTA 5 NORTE KM 1351 00,-23.782598,-70.316837,DI,2024-03-07,00:18:35,1094.0,$/L,,,,,,,2024-03-22
co210106,CLAPS SANCHEZ GERARDO FERNANDO,COPEC,Antofagasta,2,Antofagasta,2101,AV. ARGENTINA 1103,-23.66514206333752,-70.39873838424683,93,2024-03-06,23:48:47,1350.0,$/L,,,,,,,2024-03-22
co210106,CLAPS SANCHEZ GERARDO FERNANDO,COPEC,Antofagasta,2,Antofagasta,2101,AV. ARGENTINA 1103,-23.66514206333752,-70.39873838424683,95,2024-02-28,23:45:20,1383.0,$/L,,,,,,,2024-03-22
co210106,CLAPS SANCHEZ GERARDO FERNANDO,COPEC,Antofagasta,2,Antofagasta,2101,AV. ARGENTINA 1103,-23.66514206333752,-70.39873838424683,97,2024-03-06,23:48:47,1411.0,$/L,,,,,,,2024-03-22
co210106,CLAPS SANCHEZ GERARDO FERNANDO,COPEC,Antofagasta,2,Antofagasta,2101,AV. ARGENTINA 1103,-23.66514206333752,-70.39873838424683,DI,2024-02-28,23:45:20,1095.0,$/L,,,,,,,2024-03-22
co210107,Comercializadora y Distribuidora Cofre Ltda.,COPEC,Antofagasta,2,Antofagasta,2101,Pedro Aguirre Cerda 7240,-23.60378503368355,-70.3887552022934,93,2024-03-07,08:44:44,1347.0,$/L,,,,,,,2024-03-22
co210107,Comercializadora y Distribuidora Cofre Ltda.,COPEC,Antofagasta,2,Antofagasta,2101,Pedro Aguirre Cerda 7240,-23.60378503368355,-70.3887552022934,95,2024-02-29,07:25:25,1380.0,$/L,,,,,,,2024-03-22
co210107,Comercializadora y Distribuidora Cofre Ltda.,COPEC,Antofagasta,2,Antofagasta,2101,Pedro Aguirre Cerda 7240,-23.60378503368355,-70.3887552022934,97,2024-03-07,08:44:44,1408.0,$/L,,,,,,,2024-03-22
co210107,Comercializadora y Distribuidora Cofre Ltda.,COPEC,Antofagasta,2,Antofagasta,2101,Pedro Aguirre Cerda 7240,-23.60378503368355,-70.3887552022934,DI,2024-02-29,07:25:25,1091.0,$/L,,,,,,,2024-03-22
co210108,Comercializadora L&S limitada,COPEC,Antofagasta,2,Antofagasta,2101,AV. ARGENTINA 3211,-23.644317806952373,-70.39290726184845,93,2023-11-17,16:41:32,1331.0,$/L,,,,,,,2024-03-22
co210108,Comercializadora L&S limitada,COPEC,Antofagasta,2,Antofagasta,2101,AV. ARGENTINA 3211,-23.644317806952373,-70.39290726184845,95,2023-11-17,16:41:32,1366.0,$/L,,,,,,,2024-03-22
co210108,Comercializadora L&S limitada,COPEC,Antofagasta,2,Antofagasta,2101,AV. ARGENTINA 3211,-23.644317806952373,-70.39290726184845,97,2023-11-17,16:41:32,1396.0,$/L,,,,,,,2024-03-22
co210108,Comercializadora L&S limitada,COPEC,Antofagasta,2,Antofagasta,2101,AV. ARGENTINA 3211,-23.644317806952373,-70.39290726184845,DI,2023-11-17,16:41:32,1092.0,$/L,,,,,,,2024-03-22
co210109,QUARKS INGENIERIA Y SERVICIOS LTDA.,COPEC,Antofagasta,2,Antofagasta,2101,AV. EDMUNDO PEREZ ZUJOVIC 4256,-23.632036919704372,-70.39558947086334,93,2024-03-07,07:45:20,1350.0,$/L,,,,,,,2024-03-22
co210109,QUARKS INGENIERIA Y SERVICIOS LTDA.,COPEC,Antofagasta,2,Antofagasta,2101,AV. EDMUNDO PEREZ ZUJOVIC 4256,-23.632036919704372,-70.39558947086334,95,2024-02-29,07:38:07,1383.0,$/L,,,,,,,2024-03-22
co210109,QUARKS INGENIERIA Y SERVICIOS LTDA.,COPEC,Antofagasta,2,Antofagasta,2101,AV. EDMUNDO PEREZ ZUJOVIC 4256,-23.632036919704372,-70.39558947086334,97,2024-03-07,07:45:20,1411.0,$/L,,,,,,,2024-03-22
co210109,QUARKS INGENIERIA Y SERVICIOS LTDA.,COPEC,Antofagasta,2,Antofagasta,2101,AV. EDMUNDO PEREZ ZUJOVIC 4256,-23.632036919704372,-70.39558947086334,DI,2024-02-29,07:38:07,1095.0,$/L,,,,,,,2024-03-22
co210110,Comercial Formar Ltda,COPEC,Antofagasta,2,Antofagasta,2101,RepÃºblica de Croacia 286,-23.670458154314936,-70.4069995880127,93,2024-01-18,17:53:01,1292.0,$/L,,,,,,,2024-03-22
co210110,Comercial Formar Ltda,COPEC,Antofagasta,2,Antofagasta,2101,RepÃºblica de Croacia 286,-23.670458154314936,-70.4069995880127,95,2024-01-18,17:53:01,1324.0,$/L,,,,,,,2024-03-22
co210110,Comercial Formar Ltda,COPEC,Antofagasta,2,Antofagasta,2101,RepÃºblica de Croacia 286,-23.670458154314936,-70.4069995880127,97,2024-01-18,17:53:01,1351.0,$/L,,,,,,,2024-03-22
co210110,Comercial Formar Ltda,COPEC,Antofagasta,2,Antofagasta,2101,RepÃºblica de Croacia 286,-23.670458154314936,-70.4069995880127,DI,2024-01-18,17:53:01,1059.0,$/L,,,,,,,2024-03-22
co210111,Miranda e Hijo Cia. Ltda. // 77.650.070-4,COPEC,Antofagasta,2,Antofagasta,2101,Avenida Pedro Aguirre Cerda 10980,-23.561199102225984,-70.39058446884155,93,2024-03-06,23:31:22,1347.0,$/L,,,,,,,2024-03-22
co210111,Miranda e Hijo Cia. Ltda. // 77.650.070-4,COPEC,Antofagasta,2,Antofagasta,2101,Avenida Pedro Aguirre Cerda 10980,-23.561199102225984,-70.39058446884155,95,2024-02-29,00:04:24,1380.0,$/L,,,,,,,2024-03-22
co210111,Miranda e Hijo Cia. Ltda. // 77.650.070-4,COPEC,Antofagasta,2,Antofagasta,2101,Avenida Pedro Aguirre Cerda 10980,-23.561199102225984,-70.39058446884155,97,2024-03-06,23:31:22,1408.0,$/L,,,,,,,2024-03-22
co210111,Miranda e Hijo Cia. Ltda. // 77.650.070-4,COPEC,Antofagasta,2,Antofagasta,2101,Avenida Pedro Aguirre Cerda 10980,-23.561199102225984,-70.39058446884155,DI,2024-02-29,00:04:24,1091.0,$/L,,,,,,,2024-03-22
co210112, COMERCIAL KAM LTDA,COPEC,Antofagasta,2,Antofagasta,2101,Av. Pedro Edmundo Perez Zujovic 10675,-23.576324,-70.39400219999999,93,2024-03-07,00:03:33,1348.0,$/L,,,,,,,2024-03-22
co210112, COMERCIAL KAM LTDA,COPEC,Antofagasta,2,Antofagasta,2101,Av. Pedro Edmundo Perez Zujovic 10675,-23.576324,-70.39400219999999,95,2024-02-29,00:18:15,1381.0,$/L,,,,,,,2024-03-22
co210112, COMERCIAL KAM LTDA,COPEC,Antofagasta,2,Antofagasta,2101,Av. Pedro Edmundo Perez Zujovic 10675,-23.576324,-70.39400219999999,97,2024-03-07,00:03:33,1409.0,$/L,,,,,,,2024-03-22
co210112, COMERCIAL KAM LTDA,COPEC,Antofagasta,2,Antofagasta,2101,Av. Pedro Edmundo Perez Zujovic 10675,-23.576324,-70.39400219999999,DI,2024-02-29,00:18:15,1095.0,$/L,,,,,,,2024-03-22
co210112, COMERCIAL KAM LTDA,COPEC,Antofagasta,2,Antofagasta,2101,Av. Pedro Edmundo Perez Zujovic 10675,-23.576324,-70.39400219999999,GLP,2023-08-02,23:54:11,1011.0,$/m3,,,,,,,2024-03-22
co210113,REHPAL SPA,SHELL,Antofagasta,2,Antofagasta,2101,Avda. Pedro Aguirre Cerda 10615,-23.564740837389085,-70.39128059391783,93,2024-03-07,16:27:41,1347.0,$/L,,,,,,,2024-03-22
co210113,REHPAL SPA,SHELL,Antofagasta,2,Antofagasta,2101,Avda. Pedro Aguirre Cerda 10615,-23.564740837389085,-70.39128059391783,95,2024-02-29,16:09:45,1380.0,$/L,,,,,,,2024-03-22
co210113,REHPAL SPA,SHELL,Antofagasta,2,Antofagasta,2101,Avda. Pedro Aguirre Cerda 10615,-23.564740837389085,-70.39128059391783,97,2024-02-29,16:09:45,1407.0,$/L,,,,,,,2024-03-22
co210113,REHPAL SPA,SHELL,Antofagasta,2,Antofagasta,2101,Avda. Pedro Aguirre Cerda 10615,-23.564740837389085,-70.39128059391783,DI,2024-02-29,10:22:55,1091.0,$/L,,,,,,,2024-03-22
co210114,Administradora de ventas al detalle ltda.,COPEC,Antofagasta,2,Antofagasta,2101,Ruta 5 Norte Km. 1398 0,-23.454892,-70.13732,93,2024-03-08,10:19:18,1349.0,$/L,,,,,,,2024-03-22
co210114,Administradora de ventas al detalle ltda.,COPEC,Antofagasta,2,Antofagasta,2101,Ruta 5 Norte Km. 1398 0,-23.454892,-70.13732,95,2024-02-29,20:06:44,1382.0,$/L,,,,,,,2024-03-22
co210114,Administradora de ventas al detalle ltda.,COPEC,Antofagasta,2,Antofagasta,2101,Ruta 5 Norte Km. 1398 0,-23.454892,-70.13732,97,2024-03-08,10:19:18,1410.0,$/L,,,,,,,2024-03-22
co210114,Administradora de ventas al detalle ltda.,COPEC,Antofagasta,2,Antofagasta,2101,Ruta 5 Norte Km. 1398 0,-23.454892,-70.13732,DI,2024-02-29,20:06:44,1094.0,$/L,,,,,,,2024-03-22
co210201,COMERCIALIZADORA CODICOM LTDA,COPEC,Antofagasta,2,Mejillones,2102,san martin 525,-23.09926821048735,-70.45104146003723,93,2024-02-22,16:49:54,1314.0,$/L,,,,,,,2024-03-22
co210201,COMERCIALIZADORA CODICOM LTDA,COPEC,Antofagasta,2,Mejillones,2102,san martin 525,-23.09926821048735,-70.45104146003723,95,2024-02-22,16:49:54,1346.0,$/L,,,,,,,2024-03-22
co210201,COMERCIALIZADORA CODICOM LTDA,COPEC,Antofagasta,2,Mejillones,2102,san martin 525,-23.09926821048735,-70.45104146003723,97,2024-02-22,16:49:54,1374.0,$/L,,,,,,,2024-03-22
co210201,COMERCIALIZADORA CODICOM LTDA,COPEC,Antofagasta,2,Mejillones,2102,san martin 525,-23.09926821048735,-70.45104146003723,DI,2024-02-22,16:49:54,1071.0,$/L,,,,,,,2024-03-22
co210301,COMERCIAL Y SERVICIOS SEGUEL-BEYZAGA LTDA. / Rut: 76.329.107-3,COPEC,Antofagasta,2,Sierra Gorda,2103,Carmen Alto 1458,-22.891782682981663,-69.32027041912079,93,2024-03-07,00:30:38,1349.0,$/L,,,,,,,2024-03-22
co210301,COMERCIAL Y SERVICIOS SEGUEL-BEYZAGA LTDA. / Rut: 76.329.107-3,COPEC,Antofagasta,2,Sierra Gorda,2103,Carmen Alto 1458,-22.891782682981663,-69.32027041912079,95,2023-10-19,00:04:53,1382.0,$/L,,,,,,,2024-03-22
co210301,COMERCIAL Y SERVICIOS SEGUEL-BEYZAGA LTDA. / Rut: 76.329.107-3,COPEC,Antofagasta,2,Sierra Gorda,2103,Carmen Alto 1458,-22.891782682981663,-69.32027041912079,97,2023-10-19,00:04:53,1416.0,$/L,,,,,,,2024-03-22
co210301,COMERCIAL Y SERVICIOS SEGUEL-BEYZAGA LTDA. / Rut: 76.329.107-3,COPEC,Antofagasta,2,Sierra Gorda,2103,Carmen Alto 1458,-22.891782682981663,-69.32027041912079,DI,2024-02-29,00:08:26,1094.0,$/L,,,,,,,2024-03-22
co210401,Inversiones Luna y Compania Limitada ,COPEC,Antofagasta,2,Taltal,2104,FRANCISCO BILBAO 101,-25.40774495564426,-70.47883450984955,93,2024-02-29,06:39:29,1342.0,$/L,,,,,,,2024-03-22
co210401,Inversiones Luna y Compania Limitada ,COPEC,Antofagasta,2,Taltal,2104,FRANCISCO BILBAO 101,-25.40774495564426,-70.47883450984955,95,2024-02-29,06:39:29,1373.0,$/L,,,,,,,2024-03-22
co210401,Inversiones Luna y Compania Limitada ,COPEC,Antofagasta,2,Taltal,2104,FRANCISCO BILBAO 101,-25.40774495564426,-70.47883450984955,97,2024-02-29,06:39:29,1399.0,$/L,,,,,,,2024-03-22
co210401,Inversiones Luna y Compania Limitada ,COPEC,Antofagasta,2,Taltal,2104,FRANCISCO BILBAO 101,-25.40774495564426,-70.47883450984955,DI,2024-03-07,08:06:45,1089.0,$/L,,,,,,,2024-03-22
co210402,Rach Gasoil Limitada,COPEC,Antofagasta,2,Taltal,2104,PANAMERICANA NORTE KM 1144,-25.564665299137566,-70.36846160888672,93,2024-03-05,18:29:34,1343.0,$/L,,,,,,,2024-03-22
co210402,Rach Gasoil Limitada,COPEC,Antofagasta,2,Taltal,2104,PANAMERICANA NORTE KM 1144,-25.564665299137566,-70.36846160888672,95,2024-03-05,18:29:34,1374.0,$/L,,,,,,,2024-03-22
co210402,Rach Gasoil Limitada,COPEC,Antofagasta,2,Taltal,2104,PANAMERICANA NORTE KM 1144,-25.564665299137566,-70.36846160888672,97,2024-03-05,18:29:34,1400.0,$/L,,,,,,,2024-03-22
co210402,Rach Gasoil Limitada,COPEC,Antofagasta,2,Taltal,2104,PANAMERICANA NORTE KM 1144,-25.564665299137566,-70.36846160888672,DI,2024-03-05,18:29:34,1090.0,$/L,,,,,,,2024-03-22
co220101,COMERCIALIZADORA Y DISTRIBUIDORA VERA SPAE LIMITADA,COPEC,Antofagasta,2,Calama,2201,GRANADEROS 3524,-22.444573848556956,-68.927863240242,93,2024-03-06,23:51:27,1359.0,$/L,,,,,,,2024-03-22
co220101,COMERCIALIZADORA Y DISTRIBUIDORA VERA SPAE LIMITADA,COPEC,Antofagasta,2,Calama,2201,GRANADEROS 3524,-22.444573848556956,-68.927863240242,95,2024-02-29,00:10:11,1389.0,$/L,,,,,,,2024-03-22
co220101,COMERCIALIZADORA Y DISTRIBUIDORA VERA SPAE LIMITADA,COPEC,Antofagasta,2,Calama,2201,GRANADEROS 3524,-22.444573848556956,-68.927863240242,97,2024-03-06,23:51:27,1417.0,$/L,,,,,,,2024-03-22
co220101,COMERCIALIZADORA Y DISTRIBUIDORA VERA SPAE LIMITADA,COPEC,Antofagasta,2,Calama,2201,GRANADEROS 3524,-22.444573848556956,-68.927863240242,DI,2024-02-29,00:10:11,1110.0,$/L,,,,,,,2024-03-22
co220102,FONSECA ILLANES HERNAN,COPEC,Antofagasta,2,Calama,2201,ABAROA 1413,-22.467592208406238,-68.92573356628418,93,2024-03-07,06:57:44,1359.0,$/L,,,,,,,2024-03-22
co220102,FONSECA ILLANES HERNAN,COPEC,Antofagasta,2,Calama,2201,ABAROA 1413,-22.467592208406238,-68.92573356628418,95,2024-02-29,07:23:23,1389.0,$/L,,,,,,,2024-03-22
co220102,FONSECA ILLANES HERNAN,COPEC,Antofagasta,2,Calama,2201,ABAROA 1413,-22.467592208406238,-68.92573356628418,97,2024-03-07,06:57:44,1417.0,$/L,,,,,,,2024-03-22
co220102,FONSECA ILLANES HERNAN,COPEC,Antofagasta,2,Calama,2201,ABAROA 1413,-22.467592208406238,-68.92573356628418,DI,2024-02-29,07:23:23,1110.0,$/L,,,,,,,2024-03-22
co220103,Comercializadora y Distribuidora V & A Ltda.,COPEC,Antofagasta,2,Calama,2201,Diego de Almagro 2547,-22.447722180662698,-68.93242835998535,93,2024-03-06,23:51:34,1358.0,$/L,,,,,,,2024-03-22
co220103,Comercializadora y Distribuidora V & A Ltda.,COPEC,Antofagasta,2,Calama,2201,Diego de Almagro 2547,-22.447722180662698,-68.93242835998535,95,2024-02-29,00:02:39,1388.0,$/L,,,,,,,2024-03-22
co220103,Comercializadora y Distribuidora V & A Ltda.,COPEC,Antofagasta,2,Calama,2201,Diego de Almagro 2547,-22.447722180662698,-68.93242835998535,97,2024-03-06,23:51:34,1416.0,$/L,,,,,,,2024-03-22
co220103,Comercializadora y Distribuidora V & A Ltda.,COPEC,Antofagasta,2,Calama,2201,Diego de Almagro 2547,-22.447722180662698,-68.93242835998535,DI,2024-02-29,00:02:39,1110.0,$/L,,,,,,,2024-03-22
co220104,Comercializadora y Distribuidora V & A Ltda.,COPEC,Antofagasta,2,Calama,2201,"PUNTA DE DIAMANTE S/Nï¿½, SALIDA SUR 000",-22.329692758515666,-68.92745018005371,93,2024-03-06,23:48:26,1958.0,$/L,,,,,,,2024-03-22
co220104,Comercializadora y Distribuidora V & A Ltda.,COPEC,Antofagasta,2,Calama,2201,"PUNTA DE DIAMANTE S/Nï¿½, SALIDA SUR 000",-22.329692758515666,-68.92745018005371,95,2024-02-29,00:03:51,1388.0,$/L,,,,,,,2024-03-22
co220104,Comercializadora y Distribuidora V & A Ltda.,COPEC,Antofagasta,2,Calama,2201,"PUNTA DE DIAMANTE S/Nï¿½, SALIDA SUR 000",-22.329692758515666,-68.92745018005371,97,2024-03-06,23:48:26,1416.0,$/L,,,,,,,2024-03-22
